County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,State,FoundryCounty,MexicanBorderCounty,,,,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Uninsured,ForeignBorn,NonCitizen,Disability,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
51091,43914,2244,1896,2244,59,44.7%,99.60%,21.00%,18.90%,0.70%,0.00%,18.40%,3.50%,1.10%,0.50%,430,0.629233512,Greater Appalachia,415.1559731,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,1003,1241,56,69,151,72,94,97,162,268,210,302,457,254,52,2236,0,11,0,0,0,0,0.009742902,1802,152,142,696,341,81,263,127,430,423,16,0,414,1321,Greater Appalachia,415.1559731,1221,1265,44,24,NA,NA,11,15000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1412,450,NA,NA,51,FALSE,FALSE
51093,65741,35740,27283,35261,44.5,49.0%,74.70%,25.20%,9.20%,2.70%,1.30%,11.90%,4.30%,1.40%,0.50%,1134,0.39043089,Tidewater,315.6247844,Large fringe metro,Large fringe metro,Large fringe metro,51,FALSE,FALSE,,,,17503,18237,1711,2119,2287,2340,1863,3501,4246,6227,2800,2721,3542,1740,643,26680,8818,322,494,122,484,899,0.420303523,25420,1471,2011,7038,5882,2177,4393,2448,1134,3289,957,479,4263,15599,Tidewater,315.6247844,17718,18516,798,514,43,471,182,261000,Large fringe metro,Large fringe metro,Large fringe metro,13954,5901,778,207,51,FALSE,FALSE
51095,75710,70673,54560,68739,45.4,48.4%,82.00%,39.10%,7.50%,6.40%,2.70%,10.60%,3.90%,1.10%,0.40%,1266,0.373325032,Tidewater,142.4683866,Large fringe metro,Large fringe metro,Large fringe metro,51,FALSE,FALSE,,,,34241,36432,3441,4087,4332,4253,3606,7632,7597,10015,4408,5554,8807,4831,2110,57981,10225,643,2623,233,710,3701,0.337482102,50954,1218,1945,10741,9439,3648,13503,10460,1266,5288,4524,1934,7469,NA,Tidewater,142.4683866,32599,33926,1327,798,68,730,265,417000,Large fringe metro,Large fringe metro,Large fringe metro,26384,5322,10601,891,51,FALSE,FALSE
51097,48292,7106,5622,6941,45.9,51.6%,72.10%,17.30%,15.90%,2.70%,2.30%,11.40%,4.30%,2.20%,0.80%,777,0.307627357,Tidewater,315.1704711,Noncore (nonmetropolitan),Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,3666,3440,329,408,434,313,413,677,874,1064,509,682,894,425,84,5124,1893,148,161,0,24,235,0.446763367,5209,351,441,2139,1051,284,653,290,777,1131,195,165,813,1844,Tidewater,315.1704711,3468,3622,154,153,11,142,54,78000,Noncore (nonmetropolitan),Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",2186,1667,NA,NA,51,FALSE,FALSE
51099,81688,24933,17638,24803,36.6,50.2%,79.70%,25.70%,7.60%,1.90%,0.50%,10.70%,4.10%,1.00%,0.30%,1394,0.311795612,Tidewater,179.638111,Noncore (nonmetropolitan),Noncore (nonmetropolitan),Large fringe metro,51,FALSE,FALSE,,,,12506,12427,1738,1775,1854,1928,1497,2873,3498,4036,1544,1362,1821,780,227,19879,4930,284,555,28,182,1050,0.372002065,16141,244,941,4897,3650,1196,3072,2141,1394,1901,465,130,2662,14436,Tidewater,179.638111,11723,12224,501,255,11,244,76,132000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),Large fringe metro,7774,4743,825,269,51,FALSE,FALSE
51101,62031,16097,11952,16001,40.7,48.8%,78.10%,18.00%,9.70%,2.10%,0.60%,10.90%,3.80%,1.30%,0.40%,1170,0.424178418,Tidewater,273.9410756,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,7860,8237,973,1121,1132,919,783,2056,2117,2613,1004,1160,1379,588,252,12565,3258,392,184,0,42,126,0.375956239,11169,589,789,4402,2490,848,1392,659,1170,1569,335,96,1757,5861,Tidewater,273.9410756,8545,8879,334,212,13,199,64,116000,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",6828,4086,569,NA,51,FALSE,FALSE
51103,50374,11129,9245,11048,55.6,47.1%,70.80%,28.30%,11.60%,1.80%,0.70%,15.40%,4.50%,2.60%,1.10%,751,0.648665648,Tidewater,133.3066754,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,5240,5889,429,427,547,481,438,790,945,1363,945,990,1947,1155,672,7880,3150,54,158,0,12,174,0.431160736,8807,323,558,2893,1882,691,1351,1109,751,1290,202,81,1717,7003,Tidewater,133.3066754,4792,5020,228,293,41,252,127,140000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7219,3146,1352,130,51,FALSE,FALSE
51105,31086,25206,19920,25190,42.8,52.5%,94.80%,13.40%,14.40%,0.40%,0.10%,24.30%,6.70%,6.50%,2.50%,419,0.555542331,Greater Appalachia,435.5188515,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,13223,11983,1249,1425,1314,1298,1421,3068,3541,3574,2160,1593,2773,1352,438,23887,1011,219,238,0,206,444,0.124902351,18499,2404,2309,6221,4176,1160,1402,827,419,3626,98,16,6133,7414,Greater Appalachia,435.5188515,7810,8371,561,1633,62,1571,632,893000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",14003,11735,59,NA,51,FALSE,FALSE
51107,123453,351129,239118,314269,35.3,49.6%,71.80%,40.90%,7.90%,23.20%,10.50%,5.30%,3.30%,0.60%,0.10%,2211,0.341244956,Greater Appalachia,515.7564018,Large fringe metro,Large fringe metro,Large fringe metro,51,FALSE,FALSE,,,,173986,177143,27890,30381,30354,23386,15956,45718,62836,55603,18633,13650,16376,7633,2713,252255,31818,2956,65685,908,15459,46273,0.491942198,223162,7792,6558,30797,34436,13764,77610,52205,2211,27841,81621,36860,18471,217727,Greater Appalachia,515.7564018,191348,197911,6563,1964,943,1021,453,1053000,Large fringe metro,Large fringe metro,Large fringe metro,119821,17314,45687,4611,51,FALSE,FALSE
51109,57829,33986,26072,33396,43.7,49.3%,80.30%,19.40%,16.40%,3.20%,1.70%,14.60%,3.70%,1.90%,0.70%,1002,0.296004237,Tidewater,496.3009998,Noncore (nonmetropolitan),Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,16752,17234,1930,1767,2289,1928,1748,3934,4005,5419,2608,2675,3646,1463,574,27285,6190,404,286,7,831,849,0.360335827,24324,1549,2632,9008,4538,1592,3152,1853,1002,5576,1078,590,4953,14116,Tidewater,496.3009998,18220,18914,694,653,45,608,243,369000,Noncore (nonmetropolitan),Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",10060,5773,941,283,51,FALSE,FALSE
51111,39506,12558,9882,12344,44.7,52.5%,63.50%,13.20%,13.80%,3.20%,1.70%,17.40%,4.80%,3.00%,1.20%,639,0.295906992,Tidewater,431.686654,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,6588,5970,602,781,700,593,752,1336,1564,1822,996,1015,1383,763,251,7980,4407,104,76,0,274,507,0.495463214,9130,789,1546,3183,1958,541,739,374,639,1732,397,214,2187,3980,Tidewater,431.686654,4962,5211,249,374,38,336,150,184000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3716,1746,NA,NA,51,FALSE,FALSE
51113,47736,13147,10043,13045,44.6,48.4%,90.70%,20.50%,15.30%,1.90%,0.80%,12.60%,3.20%,1.40%,0.50%,836,0.382748916,Tidewater,320.6830779,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,6363,6784,696,808,743,857,769,1411,1377,1876,952,990,1592,727,349,11927,1456,151,43,0,219,275,0.241075146,9274,622,947,3380,1634,542,1332,817,836,2014,247,102,1651,5598,Tidewater,320.6830779,6897,7126,229,180,27,153,72,91000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5032,2264,337,NA,51,FALSE,FALSE
51115,63845,8880,7203,8837,51.1,46.2%,88.00%,26.90%,7.90%,1.70%,0.50%,14.60%,4.10%,1.60%,0.60%,818,0.543130631,Tidewater,85.92911735,Large fringe metro,Large fringe metro,Large fringe metro,51,FALSE,FALSE,,,,4103,4777,237,291,511,638,398,683,862,1288,698,718,1505,681,370,7810,1020,96,53,3,70,124,0.242684702,6805,94,442,2264,1617,402,1100,886,818,703,154,43,1295,3053,Tidewater,85.92911735,3887,4052,165,143,NA,NA,55,71000,Large fringe metro,Large fringe metro,Large fringe metro,4823,2495,263,NA,51,FALSE,FALSE
51117,37356,31555,24845,31144,47.2,48.3%,62.40%,17.30%,13.40%,2.10%,1.30%,18.20%,5.50%,3.90%,1.70%,657,0.466170179,Tidewater,625.4696713,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,15232,16323,1425,1734,1784,1767,1728,3069,3401,4487,2624,2346,4060,2169,961,19691,11521,84,342,16,558,812,0.497977965,23117,2157,2733,7509,5257,1853,2267,1341,657,4229,666,411,5737,15879,Tidewater,625.4696713,11538,12213,675,1232,108,1124,531,609000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",14710,10502,534,NA,51,FALSE,FALSE
51119,54654,10717,8806,10688,52.7,49.5%,79.90%,23.80%,8.40%,1.40%,0.30%,15.90%,3.80%,2.30%,0.70%,811,0.407110199,Tidewater,130.3124571,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,5302,5415,382,464,546,519,530,876,988,1479,824,1088,1775,939,307,8559,2092,55,14,10,33,215,0.329800575,8276,303,712,2691,2014,552,1267,737,811,900,149,29,1709,5413,Tidewater,130.3124571,4762,4952,190,251,18,233,76,138000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4363,1931,341,NA,51,FALSE,FALSE
51121,46663,96467,73112,90500,27.5,51.8%,88.20%,29.10%,7.80%,8.80%,6.20%,9.10%,4.20%,1.20%,0.40%,904,0.347051323,Greater Appalachia,386.5134597,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",51,FALSE,FALSE,,,,49981,46486,4341,4222,4150,10642,20303,13219,10108,10009,4511,4660,5895,2954,1453,85048,4796,612,6710,154,903,2855,0.243098563,52809,1730,2869,11538,8634,3928,12246,11864,904,7508,8491,5967,8778,NA,Greater Appalachia,386.5134597,48287,50419,2132,1120,61,1059,417,626000,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",33479,15609,3249,1092,51,FALSE,FALSE
51125,47118,14858,11714,14563,48.4,48.5%,84.70%,25.20%,13.00%,3.80%,2.00%,14.50%,3.70%,2.50%,1.00%,788,0.519652712,Tidewater,470.852964,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,7210,7648,668,816,887,773,828,1427,1543,1927,1112,1555,2003,1054,265,12587,2065,58,70,0,200,515,0.274755936,10886,814,936,3655,1736,680,1564,1501,788,1932,568,295,2150,7014,Tidewater,470.852964,7144,7417,273,374,33,341,151,185000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",7721,4867,607,NA,51,FALSE,FALSE
51127,73041,19560,14781,19432,43.1,51.4%,84.10%,22.90%,6.60%,2.40%,0.70%,10.60%,3.30%,1.10%,0.30%,1263,0.286605317,Tidewater,209.7351997,Large fringe metro,Large fringe metro,Medium metro,51,FALSE,FALSE,,,,10045,9515,1027,1076,1327,1349,950,1926,2677,3331,1546,1608,1905,647,191,16450,2833,664,331,0,108,476,0.32820524,13831,315,1054,4571,3411,1080,2315,1085,1263,1285,466,128,2070,7510,Tidewater,209.7351997,10960,11339,379,215,14,201,57,116000,Large fringe metro,Large fringe metro,Medium metro,5606,3386,477,NA,51,FALSE,FALSE
51131,35055,12184,9619,11814,48.3,48.6%,62.00%,19.20%,20.10%,5.60%,3.00%,13.00%,5.10%,5.00%,2.30%,646,0.438033487,Tidewater,211.6917921,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,5917,6267,780,626,654,505,686,1250,1098,1607,984,1038,1623,907,426,7555,4463,28,124,40,69,976,0.489175878,8933,805,1005,3056,1729,502,1253,583,646,2450,687,370,1581,7099,Tidewater,211.6917921,5459,5753,294,605,110,495,283,273000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5337,1636,362,NA,51,FALSE,FALSE
51133,51885,12304,10192,12179,55.1,48.3%,70.50%,25.40%,8.10%,2.50%,1.00%,15.20%,4.50%,2.00%,0.80%,738,0.400682705,Tidewater,191.269852,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,5937,6367,476,395,687,554,521,1000,809,1681,928,1184,2483,1283,303,8670,3562,96,7,0,0,56,0.422512494,9671,364,787,3006,2391,670,1554,899,738,995,313,125,1874,4466,Tidewater,191.269852,5202,5448,246,243,33,210,104,138000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4930,2359,NA,NA,51,FALSE,FALSE
51135,36284,15711,11937,15370,41.5,53.0%,58.30%,15.00%,11.50%,2.60%,2.20%,17.10%,4.00%,3.90%,1.50%,753,0.417605499,Tidewater,314.3896988,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,8320,7391,903,849,907,1115,789,2158,1855,2280,1082,963,1528,889,393,9158,6458,97,92,3,170,618,0.507938738,11148,1127,1357,4136,2173,660,1171,524,753,1806,410,341,2690,7785,Tidewater,314.3896988,6664,6940,276,618,59,559,238,324000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6561,3653,140,447,51,FALSE,FALSE
51137,65166,34596,26087,33623,42.6,48.9%,84.60%,22.00%,12.30%,5.40%,2.80%,14.30%,4.10%,1.80%,0.70%,1087,0.34532894,Tidewater,340.7802374,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,16922,17674,1977,2218,2157,2157,1716,3997,3988,5136,2119,2496,3861,2160,614,29265,4931,267,499,134,365,1403,0.299213753,24371,965,1996,8455,5350,1497,3712,2396,1087,4240,1870,973,4943,14546,Tidewater,340.7802374,15734,16415,681,627,42,585,228,349000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",11947,8998,513,NA,51,FALSE,FALSE
51139,43895,23843,18431,23670,44.1,49.1%,96.80%,12.60%,14.70%,1.60%,0.70%,18.10%,4.60%,2.40%,1.10%,677,0.342322694,Greater Appalachia,310.8199913,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,11707,12136,1220,1281,1465,1446,1293,2587,2888,3669,1655,1730,2680,1361,568,23085,599,149,134,0,243,426,0.089996074,17138,1705,2223,7351,2856,813,1387,803,677,3509,378,173,4309,8776,Greater Appalachia,310.8199913,10806,11328,522,576,46,530,253,274000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8162,3650,350,130,51,FALSE,FALSE
51141,33982,18264,14632,17975,48,49.3%,93.10%,16.20%,15.10%,1.90%,1.60%,18.80%,4.70%,3.10%,1.10%,463,0.428274201,Greater Appalachia,482.9589242,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,9001,9263,677,940,945,1070,894,1516,2216,2774,1585,1320,2533,1377,417,17006,1264,92,34,5,46,491,0.145399668,13738,978,1946,4940,2914,1224,1096,640,463,2759,345,289,3432,7809,Greater Appalachia,482.9589242,7808,8190,382,562,58,504,203,305000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7822,5704,47,115,51,FALSE,FALSE
51143,41824,62794,48795,62121,45.5,49.1%,76.20%,16.70%,12.00%,2.20%,1.10%,17.50%,4.60%,2.50%,1.00%,628,0.371341211,Greater Appalachia,968.8549152,Micropolitan (nonmetropolitan),Small metro,Small metro,51,FALSE,FALSE,,,,30806,31988,2914,4074,3301,3710,3267,6263,7493,9898,5093,4738,7211,3826,1006,47863,14088,371,476,32,1064,1505,0.389866385,45528,3392,5408,16078,10163,4048,4257,2182,628,7524,1369,673,10981,NA,Greater Appalachia,968.8549152,28263,29621,1358,1562,172,1390,622,883000,Micropolitan (nonmetropolitan),Small metro,Small metro,23318,17941,0,132,51,FALSE,FALSE
51145,77896,28207,21720,28017,43.7,53.7%,86.50%,25.70%,7.70%,2.20%,0.70%,8.60%,3.70%,0.90%,0.30%,1239,0.336015883,Tidewater,260.2410382,Large fringe metro,Large fringe metro,Medium metro,51,FALSE,FALSE,,,,15159,13048,1141,1743,1572,2031,1522,2827,3987,5035,2239,1924,2800,1006,380,24399,3636,166,210,136,94,557,0.25804513,20198,725,1467,5778,4985,1606,3894,1743,1239,2167,617,190,2426,11129,Tidewater,260.2410382,13516,14042,526,258,16,242,92,137000,Large fringe metro,Large fringe metro,Medium metro,9478,6175,1434,331,51,FALSE,FALSE
51147,41697,23022,16589,22820,32.1,49.6%,64.70%,16.60%,11.80%,2.00%,0.90%,12.70%,5.60%,4.00%,1.30%,682,0.263139606,Tidewater,349.9574258,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,11426,11596,928,1055,1037,3413,3681,1947,2324,2625,1226,1341,1822,1023,600,14888,7664,130,370,48,119,554,0.479598819,12908,1056,1264,4465,2306,667,1599,1551,682,2721,459,202,2924,11946,Tidewater,349.9574258,9220,9770,550,912,58,854,310,490000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6058,2636,699,NA,51,FALSE,FALSE
51149,61857,37380,28074,36705,37.1,54.7%,62.10%,20.50%,7.80%,3.60%,1.80%,12.10%,4.80%,0.90%,0.20%,1181,0.322150883,Tidewater,265.1588647,Large fringe metro,Large fringe metro,Medium metro,51,FALSE,FALSE,,,,20440,16940,2071,1987,2715,2533,2593,5426,5716,5506,2460,1975,2813,1045,540,23205,12668,500,926,195,1038,2668,0.527738871,25481,944,2188,8522,6172,2215,3568,1872,1181,2926,1350,675,4527,NA,Tidewater,265.1588647,14408,15127,719,344,13,331,82,210000,Large fringe metro,Large fringe metro,Medium metro,12042,8151,1252,658,51,FALSE,FALSE
51153,98657,437271,303373,391013,34,49.8%,65.90%,29.30%,12.50%,21.70%,10.60%,6.80%,3.70%,0.90%,0.20%,1832,0.331986343,Tidewater,336.4183235,Large fringe metro,Large fringe metro,Large fringe metro,51,FALSE,FALSE,,,,217901,219370,34566,36444,32798,30090,27741,64000,68050,64932,24125,19996,22863,8397,3269,288206,100198,5411,44035,1739,23122,93909,0.553443753,275632,13625,14848,59767,59172,21345,64036,42839,1832,54793,94927,46258,29753,NA,Tidewater,336.4183235,225065,233812,8747,3985,983,3002,1063,2266000,Large fringe metro,Large fringe metro,Large fringe metro,145168,36833,59551,3949,51,FALSE,FALSE
51155,47495,34528,27442,34190,45.2,49.9%,93.70%,21.00%,10.70%,1.40%,1.00%,16.20%,5.10%,2.60%,0.90%,616,0.413664272,Greater Appalachia,319.8620734,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,17232,17296,1701,1768,1840,1777,1862,3744,4464,5236,2759,2428,4196,2019,734,32347,2439,76,46,0,170,501,0.144784293,25580,1666,2426,8757,5487,2679,2923,1642,616,3693,474,338,5610,17634,Greater Appalachia,319.8620734,15766,16622,856,888,39,849,328,470000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",14283,9065,81,NA,51,FALSE,FALSE
51157,57210,7431,5971,7200,49.1,49.5%,94.60%,31.20%,16.00%,4.80%,3.10%,12.00%,3.60%,1.00%,0.50%,1010,0.357690755,Tidewater,266.3654737,Large fringe metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,3681,3750,356,362,390,352,343,590,950,1116,541,750,1055,523,103,7027,448,37,63,0,35,251,0.143771405,5628,352,409,1443,1108,342,1120,854,1010,1187,360,231,891,3598,Tidewater,266.3654737,3577,3711,134,72,15,57,35,42000,Large fringe metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2658,1320,401,NA,51,FALSE,FALSE
51159,47288,8989,7345,8727,43.7,57.5%,67.90%,14.50%,7.80%,5.00%,2.90%,11.80%,3.60%,2.70%,1.20%,700,0.54210702,Tidewater,191.4953241,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,5166,3823,348,304,530,462,455,1064,1449,1502,663,506,837,610,259,6100,2659,43,234,11,94,560,0.469279947,6890,518,925,2770,1374,428,606,269,700,701,446,262,1063,4088,Tidewater,191.4953241,3736,3874,138,245,26,219,104,120000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4873,3784,NA,NA,51,FALSE,FALSE
51161,60519,93633,71846,91557,43.5,47.8%,90.90%,31.60%,6.40%,5.00%,2.20%,11.20%,3.70%,1.00%,0.30%,943,0.380602993,Greater Appalachia,250.5860684,Medium metro,Medium metro,Small metro,51,FALSE,FALSE,,,,44757,48876,4527,5195,6147,5918,4969,9877,12079,13637,6941,6568,9736,5428,2611,85102,6124,523,3493,45,421,2462,0.203876562,66877,1983,3405,17660,14285,6705,15212,7627,943,5965,4654,2076,10531,NA,Greater Appalachia,250.5860684,47774,49602,1828,929,49,880,321,509000,Medium metro,Medium metro,Small metro,35637,22471,3536,1561,51,FALSE,FALSE
51163,48901,22444,18012,22289,48.3,49.5%,95.40%,23.60%,13.10%,2.30%,0.70%,16.40%,4.70%,1.40%,0.60%,690,0.293129567,Greater Appalachia,597.5654176,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,11111,11333,1056,1178,1055,1143,1204,2194,2361,3330,1858,1801,2891,1680,693,21401,760,272,168,17,211,337,0.119800894,16808,988,1406,6100,3027,1005,2327,1955,690,2944,523,155,3671,NA,Greater Appalachia,597.5654176,9345,9809,464,306,22,284,130,150000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6579,3386,NA,NA,51,FALSE,FALSE
51165,53744,77785,57743,74986,41.5,49.0%,95.70%,19.90%,12.60%,5.10%,3.60%,12.90%,3.70%,1.10%,0.50%,842,0.401889825,Greater Appalachia,849.1486925,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",51,FALSE,FALSE,,,,38141,39644,4363,4487,5677,5515,4924,8230,9290,11324,5739,4666,7335,4406,1829,74410,2180,587,712,32,1150,4586,0.113311297,52819,4652,5207,18775,8735,2890,7594,4966,842,9785,3975,2799,10000,NA,Greater Appalachia,849.1486925,37887,39329,1442,859,73,786,361,450000,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",31261,18357,171,NA,51,FALSE,FALSE
51167,35045,28245,22122,28029,43.8,48.9%,98.10%,14.80%,15.10%,1.10%,0.80%,23.40%,6.20%,5.20%,1.90%,463,0.31637458,Greater Appalachia,473.8215795,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,13803,14442,1482,1496,1610,1535,1670,3182,3559,4241,2371,2043,3011,1424,621,27709,397,112,41,19,240,320,0.055648796,20452,2825,1964,7497,3985,1640,1642,899,463,4251,297,216,6614,10413,Greater Appalachia,473.8215795,10333,11017,684,1458,61,1397,525,776000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8936,7201,84,51,51,FALSE,FALSE
51169,37240,22570,17874,22434,45.4,50.4%,98.80%,13.60%,11.50%,1.10%,0.60%,22.70%,4.70%,5.70%,2.50%,430,0.43376163,Greater Appalachia,535.5271135,Medium metro,Medium metro,Medium metro,51,FALSE,FALSE,,,,11369,11201,1050,1251,1179,1216,1217,2464,2781,3300,1731,1642,2693,1430,616,22299,229,121,60,0,23,267,0.037595441,16657,2031,1885,6035,3629,1124,1350,603,430,2600,237,136,5129,7986,Greater Appalachia,535.5271135,9066,9510,444,1292,81,1211,554,619000,Medium metro,Medium metro,Medium metro,9790,6844,82,NA,51,FALSE,FALSE
51171,49406,42724,32867,41232,43.8,48.5%,95.10%,18.00%,12.50%,5.40%,3.50%,13.80%,3.80%,1.70%,0.70%,844,0.45534126,Greater Appalachia,508.2634566,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",51,FALSE,FALSE,,,,20725,21999,2387,2588,2429,2453,2198,4838,4982,6487,3340,2610,4691,2613,1108,40613,1377,318,416,0,962,2886,0.134115564,30669,1971,2783,12115,6093,1867,3742,2098,844,5327,2290,1492,5896,20960,Greater Appalachia,508.2634566,20052,20850,798,706,53,653,304,359000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",19454,6380,1374,336,51,FALSE,FALSE
