County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,State,FoundryCounty,MexicanBorderCounty,,,,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Uninsured,ForeignBorn,NonCitizen,Disability,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
17047,44497,6649,4997,6646,43.7,49.4%,99.20%,20.10%,8.20%,0.30%,0.00%,15.50%,5.20%,1.10%,0.30%,495,0.636035494,Greater Appalachia,222.4186781,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,3284,3365,408,420,443,381,366,679,789,929,494,473,680,432,155,6597,92,12,31,0,24,66,0.046293127,4631,178,361,1706,1047,828,369,142,495,545,21,3,1032,3902,Greater Appalachia,222.4186781,2823,2978,155,72,NA,NA,21,40000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4229,2889,NA,NA,17,FALSE,FALSE
17049,52224,34332,25252,34081,38.9,50.0%,98.40%,23.00%,6.90%,1.20%,0.70%,11.90%,4.20%,1.50%,0.60%,652,0.69142491,Greater Appalachia,478.7773567,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,17154,17178,2192,2020,2520,2348,2112,4222,3834,4969,2477,2029,2963,1794,852,33783,233,121,225,30,195,638,0.045818613,23140,835,1202,8432,4771,3061,3408,1431,652,2372,425,251,4097,27348,Greater Appalachia,478.7773567,18074,18874,800,499,25,474,195,250000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",23738,10618,10144,205,17,FALSE,FALSE
17051,43944,22136,16749,22081,40.1,52.5%,94.30%,15.20%,11.90%,0.80%,0.20%,15.80%,5.60%,2.10%,0.80%,576,0.453333936,Greater Appalachia,716.4849896,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,11622,10514,1202,1348,1415,1422,1465,2844,2768,3173,1655,1149,1940,1193,562,20881,1070,193,236,0,110,377,0.135496205,15284,966,1681,6107,3175,1334,1325,696,576,2643,177,55,3503,8935,Greater Appalachia,716.4849896,9322,9877,555,462,18,444,182,238000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10035,7744,571,NA,17,FALSE,FALSE
17053,49947,13835,10353,13785,42.7,49.5%,98.70%,17.60%,8.70%,0.80%,0.40%,15.80%,4.70%,1.40%,0.50%,632,0.555113842,Midlands,485.6082982,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,6854,6981,740,1008,852,882,688,1454,1602,1977,1124,823,1279,850,556,13656,163,73,84,7,7,367,0.046978885,9665,355,703,3747,2427,831,1214,388,632,1203,107,50,2183,6853,Midlands,485.6082982,6454,6772,318,200,NA,NA,70,111000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",7680,2239,1771,NA,17,FALSE,FALSE
17055,39512,39694,29931,39476,42.1,49.3%,98.60%,17.70%,10.60%,0.90%,0.50%,19.30%,7.30%,3.40%,1.10%,569,0.558270771,Greater Appalachia,408.8903339,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,19558,20136,2320,2634,2358,2451,2244,4460,4823,5393,2944,2496,4246,2372,953,39151,391,295,246,47,67,581,0.051176475,27687,1036,2408,9514,7696,2947,2775,1311,569,4224,364,218,7670,13524,Greater Appalachia,408.8903339,15317,16528,1211,1352,66,1286,454,781000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",22160,16444,3053,NA,17,FALSE,FALSE
17057,46083,36323,28189,35950,42.2,51.9%,95.50%,18.60%,7.70%,1.70%,1.00%,13.20%,6.50%,2.00%,0.60%,637,0.376951243,Greater Appalachia,865.5950144,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,18844,17479,1840,2177,2023,2094,2148,4522,4688,5021,2432,2646,3538,2195,999,34697,1478,196,237,38,127,979,0.10802344,26041,1013,2199,9355,6722,2596,3031,1125,637,2794,605,373,4798,12695,Greater Appalachia,865.5950144,14762,15793,1031,721,31,690,227,360000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",13692,4571,1217,296,17,FALSE,FALSE
17059,39636,5385,4216,5385,45.1,47.7%,98.50%,14.10%,9.40%,0.50%,0.00%,23.00%,7.00%,4.00%,1.40%,441,0.551532033,Greater Appalachia,323.0709661,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,2570,2815,302,344,286,237,323,549,645,720,423,342,706,405,103,5305,33,49,86,0,1,50,0.060429954,3893,218,326,1611,977,391,253,117,441,508,26,0,1239,2004,Greater Appalachia,323.0709661,2341,2518,177,213,14,199,78,108000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2970,1453,1246,NA,17,FALSE,FALSE
17061,42565,13502,10263,13474,42.6,50.3%,98.40%,13.90%,9.10%,0.40%,0.20%,15.90%,5.00%,3.00%,1.10%,597,0.55873204,Greater Appalachia,543.0192166,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,6797,6705,732,807,849,851,773,1512,1629,1967,1103,816,1320,742,401,13285,151,80,18,0,65,142,0.045464222,9490,416,945,3886,2368,743,851,281,597,1231,58,28,2148,4550,Greater Appalachia,543.0192166,5916,6225,309,402,19,383,143,249000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7544,2420,1764,NA,17,FALSE,FALSE
17063,65887,50277,35960,49672,37.2,49.9%,95.30%,19.00%,7.20%,3.70%,1.20%,10.80%,5.90%,0.70%,0.30%,1116,0.409988663,Midlands,418.0519416,Large fringe metro,Large fringe metro,Large fringe metro,17,FALSE,FALSE,,,,25083,25194,3212,4096,3550,3459,2955,6386,7133,7290,3416,2561,3677,1839,703,47907,904,197,541,18,1248,4505,0.110131276,33005,1044,1434,12418,8580,2658,4509,2362,1116,3620,1862,605,5454,24628,Midlands,418.0519416,23879,25367,1488,374,16,358,131,189000,Large fringe metro,Large fringe metro,Large fringe metro,20613,5311,10700,365,17,FALSE,FALSE
17065,44159,8322,6301,8322,43.2,49.1%,99.40%,17.00%,10.00%,0.00%,0.00%,15.80%,5.00%,2.30%,0.80%,580,0.560682528,Greater Appalachia,434.6655542,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,4087,4235,483,416,655,467,459,907,944,1127,555,638,873,520,278,8272,49,8,0,0,0,16,0.01360475,5842,435,281,2060,1650,596,521,299,580,829,0,0,1315,3870,Greater Appalachia,434.6655542,4272,4496,224,188,13,175,63,101000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4666,3194,1159,NA,17,FALSE,FALSE
17067,47699,18738,14406,18643,46.2,49.4%,98.70%,22.70%,7.40%,1.30%,0.50%,13.70%,6.00%,1.70%,0.50%,586,0.540879496,Greater Appalachia,793.7258713,Micropolitan (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,9249,9489,1028,1161,1062,1081,936,1886,1987,2674,1484,1340,2167,1253,679,18490,158,155,85,14,50,245,0.047996479,13470,368,729,5047,3072,1514,1974,766,586,1379,239,95,2560,7292,Greater Appalachia,793.7258713,8282,8812,530,313,12,301,96,174000,Micropolitan (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10135,2688,1521,733,17,FALSE,FALSE
17069,38838,4228,3278,4228,46.6,51.7%,97.60%,16.80%,11.00%,0.70%,0.00%,26.30%,7.30%,4.20%,1.60%,455,0.290444655,Greater Appalachia,177.5282125,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,2184,2044,186,148,314,302,223,388,490,634,299,397,502,285,60,4128,48,22,41,0,49,74,0.072860939,3055,189,317,1049,791,347,250,112,455,467,29,0,1112,1423,Greater Appalachia,177.5282125,1404,1514,110,179,NA,NA,67,98000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1228,1026,150,NA,17,FALSE,FALSE
17071,47672,7042,5549,7016,49.1,48.7%,98.60%,17.00%,7.30%,1.00%,0.40%,17.30%,5.00%,1.50%,0.50%,571,0.346066458,Midlands,378.8718999,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,3428,3614,336,310,420,427,343,654,693,1085,597,561,907,504,205,6946,58,44,44,12,21,99,0.049460398,5206,171,456,2289,1092,474,584,140,571,515,69,26,1218,2264,Midlands,378.8718999,3610,3801,191,109,NA,NA,36,56000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2437,479,190,NA,17,FALSE,FALSE
17073,53480,49883,37189,49319,42.2,49.6%,95.80%,21.60%,6.60%,2.10%,1.10%,11.60%,5.80%,1.30%,0.40%,694,0.457450434,Midlands,822.9968539,Medium metro,Medium metro,Medium metro,17,FALSE,FALSE,,,,24752,25131,2780,3043,3465,3406,2706,5354,5735,7168,3794,3397,4949,2894,1192,47797,1493,322,410,60,931,2628,0.120815665,34483,1025,2533,12153,8000,3654,5017,2101,694,3315,1056,564,5793,20989,Midlands,822.9968539,23311,24739,1428,636,37,599,200,363000,Medium metro,Medium metro,Medium metro,22819,4617,6390,375,17,FALSE,FALSE
17075,47834,29053,21870,28491,44.1,48.8%,95.50%,17.90%,8.30%,3.10%,1.90%,13.00%,5.00%,2.00%,0.80%,685,0.540667057,Midlands,1117.291391,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,14192,14861,1582,1734,1982,1885,1554,2999,3195,4173,2059,2080,3064,1908,838,27751,483,137,188,9,768,1816,0.104119794,20316,676,1620,8347,4483,2085,2102,1003,685,2412,910,562,3787,13388,Midlands,1117.291391,14377,15133,756,573,16,557,223,303000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",15708,7176,3890,92,17,FALSE,FALSE
17077,33871,59534,45090,56886,30.1,50.2%,80.50%,25.80%,9.10%,6.30%,4.40%,11.80%,5.30%,2.70%,0.90%,682,0.491467061,Greater Appalachia,584.0719495,Small metro,Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,29883,29651,3064,2958,2799,5623,10034,8790,6146,6057,3380,3191,4108,2308,1076,47948,9583,668,2660,0,756,2471,0.368103267,35056,1244,1664,8764,8016,2980,6619,5769,682,5438,3725,2648,7038,36361,Greater Appalachia,584.0719495,26869,28364,1495,1583,76,1507,557,920000,Small metro,Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",29259,14130,4220,661,17,FALSE,FALSE
17079,54209,9635,7291,9517,42.9,49.9%,98.50%,22.30%,7.90%,1.50%,1.20%,15.90%,5.80%,1.50%,0.50%,592,0.525168656,Greater Appalachia,494.5150418,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,4805,4830,560,582,649,553,523,1100,1082,1477,721,688,881,586,233,9493,46,72,14,0,86,123,0.044235676,6768,311,394,2646,1272,952,834,359,592,763,144,118,1528,4514,Greater Appalachia,494.5150418,4477,4753,276,142,NA,NA,50,77000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5060,1710,2335,NA,17,FALSE,FALSE
17081,43247,38578,29290,38274,40.7,51.4%,90.20%,19.20%,9.00%,1.50%,0.80%,16.80%,6.00%,2.60%,0.90%,640,0.576701747,Greater Appalachia,571.1664872,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,19817,18761,2375,2407,2177,2329,2517,4668,4840,5396,2615,2591,3630,2184,849,34797,3759,301,522,20,257,880,0.220785883,26773,1416,2320,8787,6847,3045,2739,1619,640,3473,570,304,6493,25492,Greater Appalachia,571.1664872,16412,17463,1051,1003,52,951,354,545000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",22248,17212,1409,195,17,FALSE,FALSE
17083,53271,22625,17038,22483,42.3,48.9%,98.60%,20.20%,8.90%,1.20%,0.60%,11.90%,5.20%,1.50%,0.60%,757,0.556640884,Greater Appalachia,369.2808883,Large fringe metro,Large fringe metro,Large fringe metro,17,FALSE,FALSE,,,,11058,11567,1125,1241,1637,1584,1517,2464,2680,3450,1569,1515,2092,1321,430,22309,154,121,319,18,68,275,0.0580093,15521,395,1011,5857,3687,1867,1777,927,757,2011,263,142,2697,7668,Greater Appalachia,369.2808883,10838,11437,599,348,18,330,128,183000,Large fringe metro,Large fringe metro,Large fringe metro,12594,2453,6962,NA,17,FALSE,FALSE
17085,53221,22397,17482,22095,48.2,50.2%,98.80%,22.50%,6.80%,2.90%,1.30%,11.80%,4.30%,0.90%,0.30%,769,0.576818324,Yankeedom,600.9059253,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,11254,11143,1081,1024,1473,1337,1060,2070,2368,3065,1681,2011,3001,1585,641,22124,207,99,143,26,88,688,0.048857734,16422,397,871,6278,3827,1173,2483,1393,769,1530,640,302,2640,12470,Yankeedom,600.9059253,11193,11693,500,198,10,188,77,140000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",12919,951,7844,38,17,FALSE,FALSE
17087,42287,12829,10213,12823,43.2,56.6%,90.50%,19.10%,7.90%,0.50%,0.00%,15.50%,7.80%,2.10%,0.80%,579,0.360355445,Greater Appalachia,343.9170475,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,7267,5562,582,591,728,715,867,1571,1693,1911,966,815,1454,710,226,11605,1218,125,97,0,50,381,0.205809089,9346,459,1027,2935,2472,892,1063,498,579,1010,59,6,1983,4039,Greater Appalachia,343.9170475,3819,4140,321,264,14,250,97,147000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4623,3643,162,NA,17,FALSE,FALSE
17089,70696,524886,366615,463322,35.9,49.8%,74.50%,24.70%,11.90%,18.60%,11.70%,8.00%,4.90%,1.00%,0.30%,1362,0.510106957,Yankeedom,520.1631603,Large fringe metro,Large fringe metro,Large fringe metro,17,TRUE,FALSE,,,,261189,263697,36420,41500,41492,38859,32208,65467,74432,75771,31623,28179,34792,17214,6929,391146,34239,4016,22332,569,84402,163756,0.438272156,334407,31054,26965,78439,68185,24078,68218,37468,1362,62410,97473,61564,42002,269150,Yankeedom,520.1631603,257993,271230,13237,5031,729,4302,1313,2810000,Large fringe metro,Large fringe metro,Large fringe metro,267748,50728,155391,2879,17,TRUE,FALSE
17091,52110,112221,81488,108718,37.3,49.2%,81.90%,17.40%,9.40%,4.90%,3.10%,16.40%,5.80%,2.40%,0.70%,926,0.500325251,Midlands,676.5708762,Small metro,Small metro,Small metro,17,TRUE,FALSE,,,,55164,57057,6948,8026,7604,8155,8415,13589,13697,15357,7735,6506,8872,4872,2445,91950,18311,746,1516,94,1825,10803,0.328372247,73073,3273,5748,24917,19574,5844,8391,5326,926,10548,5508,3503,18443,55985,Midlands,676.5708762,52665,55890,3225,2658,90,2568,772,1478000,Small metro,Small metro,Small metro,56147,16364,27840,390,17,TRUE,FALSE
17093,84385,120036,81018,115885,33.8,49.7%,85.80%,27.10%,5.10%,9.00%,3.50%,7.00%,5.00%,0.60%,0.20%,1695,0.328634743,Midlands,320.2844579,Large fringe metro,Large fringe metro,Large fringe metro,17,FALSE,FALSE,,,,59632,60404,9191,10935,10370,8522,6006,17430,20301,16016,6570,5098,6102,2720,775,102963,8760,504,4618,0,5667,19965,0.284983953,75012,1971,2785,18467,19280,6377,16924,9208,1695,6162,10747,4151,8459,40417,Midlands,320.2844579,62411,65679,3268,727,93,634,186,433000,Large fringe metro,Large fringe metro,Large fringe metro,39448,6500,26089,612,17,FALSE,FALSE
17095,39976,52112,40174,51440,42.1,50.2%,88.50%,19.80%,8.80%,2.30%,1.30%,15.00%,5.70%,2.50%,0.80%,600,0.357978968,Midlands,716.4150842,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,26159,25953,2582,2969,3130,3257,3823,6003,5861,6992,3921,3499,5311,3295,1469,46113,4766,349,615,26,1098,2763,0.233353248,36351,1268,3381,13317,8056,3890,4150,2289,600,4566,1198,672,7824,26570,Midlands,716.4150842,22034,23355,1321,1288,68,1220,440,673000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",18655,5208,3347,510,17,FALSE,FALSE
17097,78026,702898,498219,635841,37.6,49.9%,82.70%,31.70%,9.80%,18.30%,9.50%,8.00%,4.70%,1.20%,0.30%,1505,0.539344258,Yankeedom,443.8771347,Large fringe metro,Large fringe metro,Large fringe metro,17,TRUE,FALSE,,,,350658,352240,42910,50113,55019,56637,46321,77952,93121,110093,48644,39711,47486,23589,11302,581492,55232,4703,55448,1426,24265,145475,0.339456293,451898,25150,22817,96246,84815,27752,115560,79558,1505,68927,128582,67057,56416,462701,Yankeedom,443.8771347,354792,372394,17602,8134,1583,6551,2080,4656000,Large fringe metro,Large fringe metro,Large fringe metro,379104,84501,211380,3686,17,TRUE,FALSE
17099,50633,112579,84944,110382,41.6,50.1%,95.40%,17.40%,9.20%,3.40%,2.00%,12.50%,5.60%,1.50%,0.50%,777,0.47571039,Midlands,1135.136487,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,56448,56131,6263,6547,7717,7108,6898,13485,13059,16607,8514,7069,9953,6082,3277,107398,3408,606,1306,30,1505,9856,0.115174917,78046,2723,6455,29258,20052,6911,8542,4105,777,10337,3804,2197,14068,56331,Midlands,1135.136487,54375,57628,3253,1647,71,1576,525,936000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",53555,9475,30429,441,17,FALSE,FALSE
17101,40841,16665,13396,16596,40.7,60.0%,76.80%,15.50%,6.20%,0.90%,0.40%,13.70%,7.20%,1.80%,0.70%,512,0.403120312,Greater Appalachia,372.1781043,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,9997,6668,856,1032,746,635,1083,2729,2205,2560,1189,870,1396,926,438,12795,3588,153,57,34,332,960,0.385538639,12313,663,2155,4224,2694,1425,894,258,512,1035,148,69,2290,6325,Greater Appalachia,372.1781043,5690,6130,440,303,17,286,116,159000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6718,3333,610,NA,17,FALSE,FALSE
17103,52379,35027,27064,34621,42.2,52.9%,92.60%,18.70%,7.90%,2.20%,1.20%,11.30%,4.60%,1.40%,0.40%,751,0.524281269,Yankeedom,724.857094,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,18524,16503,1847,2065,1916,2135,2119,4230,4225,5500,2712,2311,3172,2022,773,32424,2037,193,406,76,530,1975,0.169889035,24945,787,2215,9402,5990,2243,2707,1601,751,2765,770,406,3960,16966,Yankeedom,724.857094,17345,18178,833,488,14,474,146,238000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",18364,3528,8379,NA,17,FALSE,FALSE
17105,54254,37689,28889,37465,41.3,50.4%,93.20%,16.10%,6.00%,1.20%,0.60%,12.40%,4.90%,1.40%,0.50%,730,0.511289766,Midlands,1044.228357,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,19002,18687,2009,2089,2419,2283,2333,4834,4525,5712,2629,2554,3192,2075,1035,35118,2193,209,122,0,388,1624,0.143809282,26556,991,2317,10750,6438,2031,2502,1527,730,2271,459,224,4665,18912,Midlands,1044.228357,16858,17720,862,520,24,496,180,270000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",19270,4724,4564,244,17,FALSE,FALSE
17107,50539,29956,23129,29806,39.7,50.7%,84.50%,17.30%,5.60%,0.90%,0.50%,11.80%,5.20%,1.40%,0.50%,678,0.469421819,Greater Appalachia,618.0564519,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,15194,14762,1479,1691,1572,2085,2283,4110,3769,4122,1993,1856,2549,1438,1009,25313,4043,1627,295,14,572,1234,0.349802101,20846,609,2297,6949,5801,1613,2564,1013,678,1683,274,150,3530,12494,Greater Appalachia,618.0564519,12508,13201,693,411,15,396,152,201000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",14062,7947,2282,NA,17,FALSE,FALSE
17109,40314,32009,23854,31214,30.7,48.9%,92.10%,24.10%,7.40%,3.80%,2.50%,11.80%,5.50%,1.70%,0.60%,654,0.381017839,Greater Appalachia,589.4073736,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,15654,16355,1453,1591,1358,3753,5512,3746,2835,3286,1791,1939,2459,1522,764,29490,1977,197,770,66,139,856,0.179366874,18342,234,1176,5353,3875,1442,3399,2863,654,2383,1232,795,3790,16724,Greater Appalachia,589.4073736,13621,14417,796,555,19,536,197,297000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",12196,4210,1445,373,17,FALSE,FALSE
17111,77222,307357,220802,292703,39.3,49.8%,93.10%,27.30%,7.70%,9.60%,4.80%,8.30%,5.00%,0.70%,0.20%,1457,0.539109244,Yankeedom,603.2214332,Large fringe metro,Large fringe metro,Large fringe metro,17,TRUE,FALSE,,,,153090,154267,17575,22035,23710,23235,17840,33325,42484,52070,21965,17468,21959,9698,3993,286082,5541,1746,10174,521,9237,37205,0.163938039,202962,6268,9177,53793,49958,17859,43965,21942,1457,23801,29615,14654,25542,139693,Yankeedom,603.2214332,158201,166459,8258,2005,269,1736,563,1118000,Large fringe metro,Large fringe metro,Large fringe metro,165699,22386,108465,1449,17,TRUE,FALSE
17113,62211,173114,125984,165647,32.7,48.7%,86.00%,30.60%,6.00%,6.40%,4.30%,9.00%,4.70%,1.00%,0.30%,952,0.472370808,Greater Appalachia,1183.349512,Small metro,Small metro,Small metro,17,FALSE,FALSE,,,,84278,88836,10603,10954,10570,15003,22051,23075,21166,21663,10174,8737,10527,5702,2889,148809,15443,1058,9674,117,2059,8101,0.283699641,103933,1686,3500,26749,19068,7188,31297,14445,952,10309,11112,7467,15617,112592,Greater Appalachia,1183.349512,86197,90491,4294,1737,72,1665,568,965000,Small metro,Small metro,Small metro,81774,34238,15215,1146,17,FALSE,FALSE
17115,47176,109193,81746,107805,40.6,47.9%,82.80%,21.10%,8.60%,2.20%,1.30%,14.10%,6.10%,3.00%,1.00%,685,0.497312099,Greater Appalachia,580.6874162,Small metro,Small metro,Small metro,17,FALSE,FALSE,,,,52336,56857,6739,7059,6589,7060,7338,12855,12497,14498,8061,7556,9969,6212,2760,90422,18791,2788,1632,104,722,2247,0.348118636,74408,2159,5992,25755,17505,5934,11293,5770,685,9347,2372,1388,15345,63485,Greater Appalachia,580.6874162,46910,49973,3063,3276,98,3178,1100,1845000,Small metro,Small metro,Small metro,54303,24556,11451,804,17,FALSE,FALSE
17117,51206,46844,35487,46724,42.6,49.5%,98.60%,18.30%,8.20%,0.60%,0.30%,15.00%,5.20%,2.20%,0.80%,694,0.546494749,Greater Appalachia,862.9188925,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,23174,23670,2413,2860,3080,3004,2676,5245,5506,6715,3699,3076,4557,2932,1081,46199,650,332,257,17,128,469,0.057054217,32811,1236,2100,12236,8669,2623,4014,1933,694,3850,302,120,7046,16449,Greater Appalachia,862.9188925,22596,23831,1235,1010,29,981,359,535000,Large fringe metro,Large fringe metro,"Without a city of 10,00 or more (nonmetropolitan)",25600,10938,7707,NA,17,FALSE,FALSE
17119,53431,267356,201345,264170,39.5,48.9%,90.20%,23.80%,7.90%,2.30%,1.20%,11.80%,5.30%,2.20%,0.70%,847,0.490376128,Greater Appalachia,715.7338128,Large fringe metro,Large fringe metro,Large fringe metro,17,FALSE,FALSE,,,,130741,136615,15842,16351,17287,16531,18379,35287,32848,38400,19663,15852,22197,13084,5635,241153,24610,1977,3732,294,1802,7998,0.214564097,182966,4729,9979,59089,45453,17467,29828,16421,847,21227,6039,3186,31469,129451,Greater Appalachia,715.7338128,129641,136933,7292,5869,182,5687,1807,3373000,Large fringe metro,Large fringe metro,Large fringe metro,131105,59455,37243,1460,17,FALSE,FALSE
